法人区分,施設屋号,施設郵便番号,施設都道府県,施設市町村,施設住所１,施設住所２,施設電話番号,許可番号,枝番,業種名,細分類名,新規許可日,許可開始日,許可終了日,廃止日,抹消日 
1,ローソン小杉東太閤山店,939-0319,富山県,射水市,東太閤山3-90,,0766-56-5644,81,1,飲食店営業,喫茶軽食,20000729,20200729,20250728,,0
1,ローソン小杉東太閤山店,939-0319,富山県,射水市,東太閤山3-90,,0766-56-5644,81,4,食肉販売業（包装済の食肉のみの販売）,,20011127,20191127,20251126,,0
1,ローソン小杉東太閤山店,939-0319,富山県,射水市,東太閤山3-90,,0766-56-5644,81,105,コンビニエンスストア,,,20211122,29990101,,
1,エンゼル,935-0016,富山県,氷見市,本町3-6,,0766-74-3877,990315,1,飲食店営業,軽飲食,19930617,20210601,20260531,,0
1,（有）おおわり,938-0106,富山県,下新川郡入善町,野中16-2,,0765-78-1683,990754,2,菓子製造業,,19931207,20211207,20261206,,0
1,菓匠かじわ屋,939-1610,富山県,南砺市,福光6780-1,,0763-52-0066,990616,2,アイスクリーム類製造業,,19931023,20211001,20260930,,0
1,菓匠かじわ屋,939-1610,富山県,南砺市,福光6780-1,,0763-52-0066,990616,1,菓子製造業,,19931023,20211001,20260930,,0
1,菓匠かじわ屋,939-1610,富山県,南砺市,福光6780-1,,0763-52-0066,990616,103,その他の食料・飲料販売業,,,,,,
1,ニュ－ちどり,935-0037,富山県,氷見市,上泉24-1,,0766-91-2823,52,1,菓子製造業,,20000929,20180930,20240929,,0
1,ニュ－ちどり,935-0037,富山県,氷見市,上泉24-1,,0766-91-2823,53,1,飲食店営業,仕出し弁当,20000929,20180930,20240929,,0
1,カネカ水産,936-0031,富山県,滑川市,今町52-5,,076-475-1049,991324,3,魚肉ねり製品製造業,,19970401,20210401,20260331,,0
1,カネカ水産,936-0031,富山県,滑川市,今町52-5,,076-475-1049,991324,2,魚介類販売業,,19970401,20210401,20260331,,0
1,（有）カネキ,934-0056,富山県,射水市,寺塚原722,,0766-84-8511,990444,3,魚介類販売業,,20110907,20210907,20260906,,
1,カネツル砂子商店,936-0038,富山県,滑川市,北町1275,,076-475-0035,991467,2,魚介類販売業,,20060407,20200407,20260406,,
1,カネツル砂子商店,936-0038,富山県,滑川市,北町1275,,076-475-0035,991467,3,ふぐ処理営業,,20111202,20181205,20251204,,
1,カネツル砂子商店,936-0021,富山県,滑川市,中川原410,ホタルイカミュージアム内,076-476-0303,991485,2,魚介類販売業（包装済の魚介類のみの販売）,,20210302,20210326,20220325,,
1,きばや食品,932-0053,富山県,小矢部市,石動町6-6,,0766-67-0410,30025,104,魚介類販売業（包装済の魚介類のみの販売）,,,20210701,29990101,,
1,㈲キングパン,939-1333,富山県,砺波市,苗加4346-1,,0763-33-4588,990648,2,飲食店営業,仕出し弁当,19921023,20201001,20250930,,0
1,㈲キングパン,939-1333,富山県,砺波市,苗加4346-1,,0763-33-4588,990648,1,菓子製造業,,19690615,20210701,20260630,,0
1,㈲キングパン,939-1333,富山県,砺波市,苗加4346-1,,0763-33-4588,990648,3,乳類販売業,,20050923,20170923,20230922,,
1,ローソン小杉インター店,939-0322,富山県,射水市,上野402-2,,0766-56-8335,153,1,飲食店営業,喫茶軽食,20010521,20240521,20300520,,0
1,ローソン小杉インター店,939-0322,富山県,射水市,上野402-2,,0766-56-8335,153,104,コンビニエンスストア,,,20211122,29990101,,
1,みろくの湯の宿　こーざぶろう,935-0002,富山県,氷見市,阿尾6-1,,0766-74-1144,990067,1,飲食店営業,旅館,19900515,20230501,20280430,,0
1,こしだスーパ ー,935-0015,富山県,氷見市,伊勢大町1-1-5,,0766-72-8744,,,百貨店、総合スーパー,,,,,,
1,こしだスーパ ー,935-0015,富山県,氷見市,伊勢大町1-1-5,,0766-72-8744,990678,2,飲食店営業,そう菜,20170728,20170728,20230727,,
1,すしハウスめ組,939-1364,富山県,砺波市,豊町2-8-5,,0763-33-0448,991844,1,飲食店営業,すし,19951122,20191101,20241031,,0
1,ローソン小杉駅前店,939-0341,富山県,射水市,三ケ字中吉原4043-1,,0766-55-8791,575,1,飲食店営業,喫茶軽食,20050202,20220202,20280201,,0
1,ローソン小杉駅前店,939-0341,富山県,射水市,三ケ字中吉原4043-1,,0766-55-8791,575,105,コンビニエンスストア,,,20211122,29990101,,
1,㈲サッポロラーメンマリモ,939-1502,富山県,南砺市,野尻467,,0763-22-5627,12,1,飲食店営業,食堂,20000207,20200207,20250206,,0
1,麺家　いろは　小杉本店,939-0351,富山県,射水市,戸破1555-1,,0766-56-9988,990756,1,飲食店営業,中華料理,19931206,20191206,20251205,,0
1,スーパージャンプ黒部店,938-0045,富山県,黒部市,田家新742,スーパージャンプ黒部店,0765-54-0099,990292,1,飲食店営業,仕出し弁当,19961027,20181027,20241026,,0
1,スーパージャンプ黒部店,938-0045,富山県,黒部市,田家新742,スーパージャンプ黒部店,0765-54-0099,990290,2,食肉販売業,,19961027,20181027,20241026,,0
1,スーパージャンプ黒部店,938-0045,富山県,黒部市,田家新742,スーパージャンプ黒部店,0765-54-0099,990290,1,乳類販売業,,19961027,20181027,20241026,,0
1,スーパージャンプ黒部店,938-0045,富山県,黒部市,田家新742,スーパージャンプ黒部店,0765-54-0099,990292,102,百貨店、総合スーパー,,,,,,
1,米沢亭魚津店,937-0066,富山県,魚津市,北鬼江2-16-6,,0765-23-0029,81,1,飲食店営業,食堂,20001205,20221207,20271206,,0
1,トントンハウス,933-0014,富山県,高岡市,野村613-2,ヒラキストア野村店内,0766-28-0868,992767,2,飲食店営業,仕出し弁当,19980512,20210512,20270511,,0
1,トントンハウス,933-0014,富山県,高岡市,野村613-2,ヒラキストア野村店内,0766-28-0868,992767,1,菓子製造業,,19980512,20210512,20270511,,0
1,トントンハウス,933-0918,富山県,高岡市,大坪町3-7-31,ヒラキストア（株）大坪店内,0766-23-5211,20051,1,菓子製造業,,20020405,20220405,20270404,,0
1,トントンハウス戸出店,939-1104,富山県,高岡市,戸出町4-2-8,アルビス戸出店内,0766-63-6273,40126,1,菓子製造業,,20040625,20220630,20280629,,0
1,トントンハウス 歌の森店,939-0351,富山県,射水市,戸破字加茂1569 アルビス歌の森店内,,0766-57-1150,991368,2,飲食店営業,仕出し弁当,19961126,20181126,20241125,,0
1,トントンハウス 歌の森店,939-0351,富山県,射水市,戸破字加茂1569 アルビス歌の森店内,,0766-57-1150,991368,1,菓子製造業,,19961126,20181126,20241125,,0
1,まるたかや砺波店,939-1363,富山県,砺波市,太郎丸3-86,,0763-33-2365,475,1,飲食店営業,食堂,20021011,20231011,20281010,,0
1,本家かまどや　氷見店,935-0031,富山県,氷見市,柳田5-3,水口ビル１Ｆ,0766-91-5696,991055,1,飲食店営業,仕出し弁当,19981101,20211101,20271031,,0
1,㈲すいげつろうホテル,939-1366,富山県,砺波市,表町15-16,,0763-32-2054,991442,1,飲食店営業,旅館,19871203,20191201,20241130,,0
1,スーパーしまかわ,936-0068,富山県,滑川市,加島町44,,076-475-7850,990214,1,飲食店営業,仕出し弁当,19980909,20181009,20241008,,0
1,スーパーしまかわ,936-0068,富山県,滑川市,加島町44,,076-475-7850,990214,2,乳類販売業,,19980909,20181009,20241008,,0
1,スーパーしまかわ,936-0068,富山県,滑川市,加島町44,,076-475-7850,990387,2,魚介類販売業,,19991201,20191201,20241008,,0
1,スーパーしまかわ,936-0068,富山県,滑川市,加島町44,,076-475-7850,990113,1,食肉販売業（包装済の食肉のみの販売）,,19981009,20181009,20241008,,0
1,スーパーしまかわ,936-0068,富山県,滑川市,加島町44,,076-475-7850,990387,3,菓子製造業,,20100305,20191201,20241008,,
1,民宿　すがた,935-0002,富山県,氷見市,阿尾653,,0766-74-1855,990910,1,飲食店営業,旅館,19961015,20181001,20240930,,0
1,民宿　すがた,935-0002,富山県,氷見市,阿尾653,,0766-74-1855,990910,2,ふぐ処理営業,,20110627,20230627,20290626,,
1,割烹すだち,938-0031,富山県,黒部市,三日市3787,,0765-54-1109,990457,1,飲食店営業,料理,19920327,20231001,20280930,,0
1,ホテルシャトー,935-0035,富山県,氷見市,上田子113-1,,0766-91-3510,29,1,飲食店営業,旅館,20000626,20200626,20250625,,0
1,菓子工房　せんぼ,936-0843,富山県,滑川市,赤浜812-2,,076-476-9777,991481,2,菓子製造業,,19980221,20230221,20280220,,0
1,菓子工房　せんぼ,936-0843,富山県,滑川市,赤浜812-2,,076-476-9777,991481,3,乳類販売業,,19980221,20180221,20230220,,0
1,氷見牛専門店たなか,935-0023,富山県,氷見市,朝日丘3931-1,,0766-73-1995,403,1,飲食店営業,食堂,20050315,20200316,20250315,,0
1,氷見牛専門店たなか,935-0023,富山県,氷見市,朝日丘3931-1,,0766-73-1995,403,2,食肉販売業,,20050315,20230316,20290315,,0
1,江戸寿し　立山店,930-0252,富山県,中新川郡立山町,日俣16-1,,076-462-8577,343,1,飲食店営業,仕出し弁当,20031110,20231110,20281109,,0
1,ﾁｬｲﾆｰｽﾞﾚｽﾄﾊｳｽみんみん,939-1386,富山県,砺波市,幸町3-10,,0763-32-5175,990140,1,飲食店営業,中華料理,19890529,20210501,20260430,,0
1,八鮮,939-0733,富山県,下新川郡朝日町,月山234-4,,0765-82-2178,990311,1,そうざい製造業,,19961102,20201102,20251101,,0
1,八鮮,939-0733,富山県,下新川郡朝日町,月山234-4,,0765-82-2178,990310,1,飲食店営業,仕出し弁当,19961102,20201102,20251101,,0
1,味のきらく,939-1532,富山県,南砺市,寺家新屋敷352,,0763-22-1166,991872,2,そうざい製造業,,19960303,20200303,20250302,,0
1,味のきらく,939-1532,富山県,南砺市,寺家新屋敷352,,0763-22-1166,991872,1,飲食店営業,仕出し弁当,19960303,20200303,20250302,,0
1,味のきらく,939-1532,富山県,南砺市,寺家新屋敷352,,0763-22-1166,991872,3,食肉販売業（包装済の食肉のみの販売）,,20120418,20180418,20240417,,
1,（有）とと屋,936-0003,富山県,滑川市,吉浦38-1,,076-476-6767,991499,1,そうざい製造業,,19980407,20210407,20260406,,0
1,（有）とと屋,936-0003,富山県,滑川市,吉浦38-1,,076-476-6767,146,1,魚介類販売業,,20011023,20191023,20251022,,0
1,（有）とと屋,936-0003,富山県,滑川市,吉浦38-1,,076-476-6767,146,2,食品の冷凍又は冷蔵業,,20080311,20200311,20250310,,
1,（有）とと屋,936-0003,富山県,滑川市,吉浦38-1,,076-476-6767,146,3,飲食店営業,仕出し弁当,20130524,20190529,20250528,,
1,宅配センター　ドリーム,939-0127,富山県,高岡市,福岡町上蓑66,,0766-64-3815,1,1,乳類販売業,,20000115,20180115,20240114,,0
1,ニューモンブラン,939-0351,富山県,射水市,戸破1658-3,,0766-56-6347,991117,1,飲食店営業,喫茶軽食,19940922,20210922,20270921,,0
1,ニューモンブラン,939-0351,富山県,射水市,戸破1658-3,,0766-56-6347,991117,2,菓子製造業,,19940922,20210922,20270921,,0
1,ぱてぃしぇ．のっき,937-0068,富山県,魚津市,本新町29-3,,0765-24-9377,990359,2,菓子製造業,,19960629,20220629,20270628,,0
1,やわらかとんかつ　かつ兵衛黒部店,938-0801,富山県,黒部市,荻生5297,,0765-54-0962,991462,1,飲食店営業,食堂,19961218,20201218,20251217,,0
1,はなと本店,938-0801,富山県,黒部市,荻生5297,,0765-54-0961,991685,1,飲食店営業,めん類,19970318,20230318,20280317,,0
1,ばななのおんがえし,937-0067,富山県,魚津市,釈迦堂1-16-14,,0765-24-4788,991074,1,飲食店営業,軽飲食,19980914,20200914,20250913,,0
1,はな膳,939-0627,富山県,下新川郡入善町,椚山1231,,0765-72-5520,991934,1,飲食店営業,仕出し弁当,19980728,20210728,20270727,,0
1,パティスリー　クレア,936-0023,富山県,滑川市,柳原20-15,,076-475-0302,990215,2,菓子製造業,,19990331,20220331,20270330,,0
1,パティスリー　クレア,936-0023,富山県,滑川市,柳原20-15,,076-475-0302,990215,1,飲食店営業,喫茶軽食,19990331,20220331,20270330,,0
1,パティスリー　クレア,936-0023,富山県,滑川市,柳原20-15,,076-475-0302,990215,3,乳類販売業,,19990331,20160331,20220330,,0
1,有限会社　パンドリーム,933-0113,富山県,高岡市,伏木古府3-429-2,,0766-44-3944,30238,8,乳類販売業,,20100729,20150729,20210728,,
1,有限会社　パンドリーム,933-0113,富山県,高岡市,伏木古府3-429-2,,0766-44-3944,30238,9,菓子製造業,,20221110,20221111,20281110,,
1,有限会社　ファ－ムこばやし,935-0061,富山県,氷見市,余川4115,,0766-74-1422,71,1,みそ製造業,,20001125,20201125,20251124,,0
1,８番らーめん　小杉店,939-0341,富山県,射水市,三ケ1496,,0766-55-3380,990710,1,飲食店営業,中華料理,19920423,20240423,20300422,,0
1,８番らーめん砺波店,939-1363,富山県,砺波市,豊町1丁目17-8,８番らーめん砺波店,0763-33-6738,990682,1,飲食店営業,中華料理,19910126,20200101,20241231,,0
1,有限会社　プランタン,939-2513,富山県,南砺市,利賀村上百瀬159,,0763-68-2760,783,1,缶詰又は瓶詰食品製造業,,20040929,20201001,20260930,,0
1,有限会社　プランタン,939-2513,富山県,南砺市,利賀村上百瀬159,,0763-68-2760,783,2,豆腐製造業,,20040929,20201001,20260930,,0
1,有限会社ホージョー,935-0017,富山県,氷見市,丸の内1-11,,0766-72-0148,,,野菜果物販売業,,,,,,
1,（有）ホクリクバイオ,935-0031,富山県,氷見市,柳田50,,,990016,1,みそ又はしょうゆ製造業,,19891027,20211101,20261031,,0
1,ぼてじゃこ本店,933-0047,富山県,高岡市,東中川町811-1,,0766-21-8033,992881,1,飲食店営業,軽食,19981216,20201216,20251215,,0
1,有限会社　まつや,939-1915,富山県,南砺市,相倉445,,0763-66-2631,992613,1,飲食店営業,めん類,19991216,20191216,20251215,,0
1,福寿苑,933-0131,富山県,高岡市,太田伊勢領1511-13,有料老人ホームリゾートビラ雨晴,0766-45-0121,40221,1,飲食店営業,食堂,20041012,20201018,20261017,,0
1,ミキ食品,939-1674,富山県,南砺市,香城寺153,,0763-55-1036,990317,1,そうざい製造業,,19881201,20190409,20240408,,0
1,都寿し,939-1366,富山県,砺波市,表町5-32,,0763-32-5122,990559,2,飲食店営業,すし,19971212,20230810,20290809,,0
1,都寿し,939-1366,富山県,砺波市,表町5-32,,0763-32-5122,990559,3,ふぐ処理営業,,20110810,20230810,20290809,,
1,ミユク,938-0031,富山県,黒部市,三日市3718-4,,0765-54-3922,991129,1,菓子製造業,,19900911,20210911,20270910,,0
1,ローソン入善上野店,939-0642,富山県,下新川郡入善町,上野7253-2,,0765-72-1739,393,107,コンビニエンスストア,,,,,,
1,モスバーガー高岡南店,933-0874,富山県,高岡市,京田433,,0766-28-1001,40270,1,飲食店営業,食堂,20041201,20191201,20241130,,0
1,モスバーガー高岡南店,933-0874,富山県,高岡市,京田433,,0766-28-1001,40270,102,その他の食料・飲料販売業,,,20210909,29990101,,
1,麺処　よしだや,935-0062,富山県,氷見市,諏訪野9-18,,0766-72-8252,991030,1,飲食店営業,めん類,19980708,20210701,20270630,,0
1,麺処　よしだや,935-0062,富山県,氷見市,諏訪野9-18,,0766-72-8252,991030,2,麺類製造業,,19980708,20210701,20270630,,0
1,よしだや,935-0011,富山県,氷見市,中央町9-7,,0766-72-0508,47,1,飲食店営業,食堂,20000901,20190901,20250831,,0
1,有限会社ラ・ピニヨン,939-1364,富山県,砺波市,豊町1-12-7,,0763-33-6750,488,1,菓子製造業,,20021108,20231111,20281110,,0
1,有限会社ラ・ピニヨン,939-1364,富山県,砺波市,豊町1-12-7,,0763-33-6750,488,3,アイスクリーム類製造業,,20160516,20220516,20280515,,
1,ベ－カリ－　リッチェル,932-0231,富山県,南砺市,山見1739-2,アスモ内,0763-82-5087,990582,1,菓子製造業,,19921030,20181001,20240930,,0
1,ベ－カリ－　リッチェル,932-0231,富山県,南砺市,山見1739-2,アスモ内,0763-82-5087,990582,2,飲食店営業,仕出し弁当,19921030,20181001,20240930,,0
1,ベ－カリ－　リッチェル,932-0231,富山県,南砺市,山見1739-2,アスモ内,0763-82-5087,990582,3,乳類販売業,,19961001,20181001,20240930,,0
1,ファミリーサポートハウスわか木,933-0958,富山県,高岡市,波岡61-1,,0766-23-9080,40131,1,飲食店営業,食堂,20040701,20190703,20240702,,0
1,有限会社　旭製パン,939-0351,富山県,射水市,戸破3827,,0766-55-0378,522,2,菓子製造業,,20040901,20220901,20280831,,0
1,ＡＮＧＯ安居,939-1853,富山県,南砺市,城端70,,0763-62-0115,647,1,飲食店営業,喫茶軽食,20040123,20240124,20290123,,0
1,ＡＮＧＯ安居,939-1853,富山県,南砺市,城端70,,0763-62-0115,647,2,菓子製造業,,20040123,20240124,20290123,,0
1,高窪温泉,939-1602,富山県,南砺市,高窪892,,0763-58-1311,991428,1,飲食店営業,旅館,19770714,20210701,20260630,,0
1,民宿  磯波風,935-0423,富山県,氷見市,泊1760,,0766-74-2336,990336,1,飲食店営業,旅館,19890903,20190901,20250831,,0
1,民宿  磯波風,935-0423,富山県,氷見市,泊1760,,0766-74-2336,990336,2,ふぐ処理営業,,20110725,20230725,20290724,,
1,ラウンジ有磯,935-0423,富山県,氷見市,泊1760,,0766-74-2336,991034,1,喫茶店営業,,19980722,20200701,20250630,,0
1,一の越山荘,930-1403,富山県,中新川郡立山町,芦峅寺ブナ坂外11国有林,一の越山荘,076-433-9788,990340,1,飲食店営業,旅館,19991001,20191001,20240930,,0
1,有限会社　稲盛ファーム,937-0813,富山県,魚津市,石垣新3590,,0765-22-0703,229,1,食肉販売業（包装済の食肉のみの販売）,,20030415,20150416,20210415,,0
1,有限会社　稲盛ファーム,937-0813,富山県,魚津市,石垣新3590,,0765-22-0703,229,102,卵選別包装業（Bランク）,,,20240213,29990101,,
1,有限会社　稲盛ファーム,937-0813,富山県,魚津市,石垣新3590,,0765-22-0703,229,3,液卵製造業,,20240305,20240306,20300305,,
1,スナックＮｏ.1,932-0832,富山県,小矢部市,野端71-3,駅南ビル　2Ｆ,0766-68-1881,990445,1,飲食店営業,軽飲食,19891218,20211218,20261217,,0
1,榎屋,930-0235,富山県,中新川郡立山町,榎10-3,,076-463-0888,990798,1,菓子製造業,,19930528,20210528,20260527,,0
1,有限会社加納かまぼこ店,935-0024,富山県,氷見市,窪1083,,0766-91-5454,221,1,水産製品製造業,,20020904,20220904,20270903,,0
1,有限会社　花島精肉本店,939-1561,富山県,南砺市,福野1310,,0763-22-2577,990687,2,食肉販売業,,19880713,20210701,20260630,,0
1,花島精肉本店　ア・ミュー店,939-1532,富山県,南砺市,寺家新屋敷366,,0763-22-1429,992510,2,飲食店営業,そう菜,19990710,20220710,20280709,,0
1,花島精肉本店　ア・ミュー店,939-1532,富山県,南砺市,寺家新屋敷366,,0763-22-1429,992510,3,食肉販売業,,20180709,20230709,20280708,,
1,花島精肉本店　ア・ミュー店,939-1532,富山県,南砺市,寺家新屋敷366,,0763-22-1429,992510,104,その他の食料・飲料販売業,,,,,,
1,有限会社 菓子工房大樹,939-1352,富山県,砺波市,宮丸123-1,,0763-32-3966,992570,1,菓子製造業,,19991001,20211001,20270930,,0
1,有限会社　柿太水産,935-0004,富山県,氷見市,北大町3-37,,0766-74-0025,206,1,そうざい製造業,,20020723,20200723,20260722,,0
1,有限会社　柿太水産,935-0004,富山県,氷見市,北大町3-37,,0766-74-0025,206,6,みそ又はしょうゆ製造業,,20211026,20211027,20260722,,
1,有限会社　柿太水産,935-0004,富山県,氷見市,北大町3-37,,0766-74-0025,206,5,水産製品製造業,,20211026,20211027,20260722,,
1,（有）角安商店,935-0015,富山県,氷見市,伊勢大町2-3-7,,0766-72-0048,990092,2,魚介類販売業,,19700830,20190901,20250831,,0
1,（有）角安商店,935-0015,富山県,氷見市,伊勢大町2-3-7,,0766-72-0048,990092,1,飲食店営業,仕出し弁当,19870709,20190901,20250831,,0
1,（有）角安商店,935-0015,富山県,氷見市,伊勢大町2-3-7,,0766-72-0048,990092,3,そうざい製造業,,20060310,20240311,20300310,,
1,（有）角安商店,935-0015,富山県,氷見市,伊勢大町2-3-7,,0766-72-0048,990092,4,ふぐ処理営業,,20110908,20210909,20260908,,
1,有限会社丸龍庵寿司部,934-0005,富山県,射水市,善光寺33-9,,0766-84-3460,991623,1,飲食店営業,仕出し弁当,19980925,20210925,20270924,,0
1,喜八食品,939-1704,富山県,南砺市,田中415-1,,0763-52-5515,990176,2,菓子製造業,,20200521,20200605,20250604,,
1,株式会社　喜八食品,939-1704,富山県,南砺市,田中415-1,,0763-52-5515,614,1,清涼飲料水製造業,,20031008,20211008,20271007,,0
1,株式会社　喜八食品,939-1704,富山県,南砺市,田中415-1,,0763-52-5515,614,2,密封包装食品製造業,,20111214,20231214,20291213,,
1,クラブ白馬車,939-1600,富山県,南砺市,福光36-1,,0763-52-2402,990458,1,飲食店営業,社交飲食,19810529,20210501,20260430,,0
1,吉田鮮魚店,937-0051,富山県,魚津市,駅前新町6-9,,0765-24-5517,990291,2,魚介類販売業,,19961223,20201223,20251222,,0
1,吉田鮮魚店,937-0051,富山県,魚津市,駅前新町6-9,,0765-24-5517,990291,1,飲食店営業,そう菜,19961223,20201223,20251222,,0
1,吉田鮮魚店,937-0051,富山県,魚津市,駅前新町6-9,,0765-24-5517,990291,3,ふぐ処理営業,,20110606,20210606,20260605,,
1,宮窪鮮魚店,938-0200,富山県,黒部市,宇奈月温泉626-10,,,990186,1,水産製品製造業,,20050605,20230605,20280604,,0
1,宮窪鮮魚店,938-0200,富山県,黒部市,宇奈月温泉626-10,,0765-62-1109,990748,1,飲食店営業,そう菜,19891227,20211227,20261226,,0
1,有限会社　魚金,936-0033,富山県,滑川市,吾妻町438-5,,076-475-3135,990713,2,魚介類販売業,,19920418,20200418,20250417,,0
1,有限会社　魚金,936-0033,富山県,滑川市,吾妻町438-5,,076-475-3135,990713,1,飲食店営業,仕出し弁当,19920418,20200418,20250417,,0
1,有限会社　魚金,936-0033,富山県,滑川市,吾妻町438-5,,076-475-3135,990713,4,ふぐ処理営業,,20110822,20210826,20250417,,
1,有限会社　魚竹,939-0117,富山県,高岡市,福岡町福岡新495,,0766-64-2148,990800,2,飲食店営業,仕出し弁当,19970321,20230321,20280320,,0
1,有限会社　魚竹,939-0117,富山県,高岡市,福岡町福岡新495,,0766-64-2148,990800,1,魚介類販売業,,19970321,20230321,20280320,,0
1,魚芳商店,935-0012,富山県,氷見市,比美町9-3,,0766-72-0422,990291,1,飲食店営業,仕出し弁当,19890221,20190201,20250131,,0
1,魚芳商店,935-0012,富山県,氷見市,比美町9-3,,0766-72-0422,990291,2,魚介類販売業,,19890221,20190201,20250131,,0
1,魚芳商店,935-0012,富山県,氷見市,比美町9-3,,0766-72-0422,990291,3,ふぐ処理営業,,20110920,20230922,20290921,,
1,（有）京吉,939-0303,富山県,射水市,西高木1248-1,,0766-55-3498,990997,2,水産製品製造業,,20230405,20230405,20280404,,
1,（有）京吉,939-0303,富山県,射水市,西高木1248-1,,0766-55-3498,990997,103,調味料製造・加工業,,,20231006,29990101,,
1,有限会社　源七,937-0042,富山県,魚津市,六郎丸4531-1,,0765-22-4857,990406,3,菓子製造業,,20181022,20231022,20280907,,
1,有限会社　源七,937-0042,富山県,魚津市,六郎丸4531-1,,0765-22-4857,236,3,飲食店営業,喫茶軽食,20181022,20231022,20280907,,
1,有限会社　源七,937-0042,富山県,魚津市,六郎丸4531-1,,0765-22-4857,236,4,飲食店営業,仕出し弁当,20200420,20200422,20250421,,
1,ホテル　ヴィジョン,937-0018,富山県,魚津市,西尾崎422,,0765-22-6238,990074,1,飲食店営業,旅館,20000531,20200531,20250530,,0
1,有限会社広太商店,939-0232,富山県,射水市,大門192,,0766-52-0077,317,1,みそ又はしょうゆ製造業,,20021125,20221125,20271124,,0
1,有限会社　耕,932-0127,富山県,小矢部市,興法寺88-2,,0766-61-3484,700044,4,漬物製造業,,20240111,20240111,20280903,,
1,有限会社　耕,932-0127,富山県,小矢部市,興法寺88-2,,0766-61-3484,700044,2,豆腐製造業,,20080904,20230904,20280903,,
1,有限会社　耕,932-0127,富山県,小矢部市,興法寺88-2,,0766-61-3484,700044,3,みそ製造業,,20110218,20210218,20260217,,
1,8番らーめん魚津店,937-0046,富山県,魚津市,上村木2-3-33,,0765-22-1001,990988,1,飲食店営業,めん類,19970920,20230920,20280919,,0
1,有限会社　今浜水産,938-0005,富山県,黒部市,吉田813-1,,0765-56-8168,439,3,水産製品製造業,,20230308,20230309,20280308,,
1,シャトレーゼ魚津店,937-0802,富山県,魚津市,下村木3771-9,,0764-75-8085,990762,2,菓子製造業,,19950712,20170712,20230711,,0
1,シャトレーゼ魚津店,937-0802,富山県,魚津市,下村木3771-9,,0764-75-8085,990762,1,菓子製造業,,19950712,20230712,20290711,,0
1,坂津豆富店,935-0016,富山県,氷見市,本町9-4,,0766-72-0575,990607,1,豆腐製造業,,19691115,20211201,20261130,,0
1,坂津豆富店,935-0016,富山県,氷見市,本町9-4,,0766-72-0575,990607,2,そうざい製造業,,20090323,20240401,20290331,,
1,有限会社　三権商店,935-0012,富山県,氷見市,比美町13-15,,0766-72-0355,990503,1,魚肉ねり製品製造業,,19901228,20040101,20091231,,0
1,有限会社　三権商店,935-0014,富山県,氷見市,地蔵町341-1,,0766-72-2144,362,1,水産製品製造業,,20040830,20220830,20280829,,0
1,有限会社　三権商店,935-0014,富山県,氷見市,地蔵町341-1,,0766-72-2144,362,2,醤油製造業,,20120831,20180901,20240831,,
1,有限会社　三権商店,935-0014,富山県,氷見市,地蔵町341-1,,0766-72-2144,362,3,ふぐ処理営業,,20130530,20190601,20250531,,
1,有限会社　三権商店,935-0014,富山県,氷見市,地蔵町341-1,,0766-72-2144,362,4,魚介類販売業,,20140320,20200320,20260319,,
1,Yショップ砺波みわ店,939-1368,富山県,砺波市,本町2-29,,0763-32-3376,990675,2,乳類販売業,,19831226,20171201,20231130,,0
1,Yショップ砺波みわ店,939-1368,富山県,砺波市,本町2-29,,0763-32-3376,990675,105,百貨店、総合スーパー,,,,,,
1,山岸ちまき本舗,935-0051,富山県,氷見市,十二町3799-2,,0766-72-5032,990367,1,菓子製造業,,19770807,20191001,20240930,,0
1,(有)山崎冷菓,939-1654,富山県,南砺市,福光947-1,,0763-52-3226,991366,102,その他の食料・飲料販売業,,,,,,
1,山竹商店,937-0061,富山県,魚津市,仏田3078-2,,0765-22-2465,991060,105,その他の食料・飲料販売業,,,20230517,29990101,,
1,ハッピータウン内姿屋,935-0021,富山県,氷見市,幸町9-78,,0766-72-0247,202,1,魚介類販売業,,20020712,20200712,20250711,,0
1,ハッピータウン内姿屋,935-0021,富山県,氷見市,幸町9-78,,0766-72-0247,202,2,飲食店営業,そう菜,20020712,20200712,20250711,,0
1,ハッピータウン内姿屋,935-0021,富山県,氷見市,幸町9-78,,0766-72-0247,202,3,ふぐ処理営業,,20110902,20230909,20290908,,
1,次郎平菓子店,935-0026,富山県,氷見市,大野字浦1244,,0766-74-3128,990379,1,菓子製造業,,19800904,20210901,20260831,,0
1,冷池山荘,930-1403,富山県,中新川郡立山町,芦峅寺ブナ坂外11国有林内,冷池山荘,0261-22-4292,990095,1,飲食店営業,喫茶軽食,19970901,20210901,20260831,,0
1,冷池山荘,930-1403,富山県,中新川郡立山町,芦峅寺ブナ坂外11国有林内,,,420,1,飲食店営業,旅館,20040827,20210901,20260831,,0
1,みくりが池温泉,930-1403,富山県,中新川郡立山町,芦峅寺ブナ坂外11国有林,みくりが池温泉,076-463-1441,190,1,飲食店営業,旅館,20020711,20220711,20270710,,0
1,みくりが池温泉,930-1403,富山県,中新川郡立山町,芦峅寺ブナ坂外11国有林,みくりが池温泉,076-463-1441,990045,5,飲食店営業,喫茶軽食,20190711,20240711,20290710,,
1,秀月,935-0021,富山県,氷見市,幸町9-78,,0766-74-5941,266,1,飲食店営業,食堂,20030715,20240715,20290714,,0
